Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Class
2,0,0,2,17,1,0,6,3
6,0,3,41,20,13,5,8,3
1,3,4,7,7,2,3,4,3
5,4,6,5,12,2,2,4,3
2,1,7,1,2,3,2,1,3
12,2,3,1,11,2,3,2,3
3,2,2,10,13,4,5,13,3
0,1,5,7,19,3,1,2,3
3,10,11,7,8,1,2,8,3
3,3,3,10,5,7,1,3,3
1,1,4,7,90,14,2,4,3
0,4,12,19,5,6,0,2,3
2,4,2,3,2,2,2,2,3
4,4,8,6,6,2,2,6,3
2,4,11,21,39,3,2,5,3
1,4,11,11,8,5,3,0,3
2,3,0,7,8,0,1,1,3
2,6,3,10,5,6,1,6,3
3,3,5,15,41,9,4,5,3
0,6,3,1,18,1,0,5,3
4,4,21,1,7,1,0,5,3
9,1,1,4,5,6,2,22,3
1,0,0,13,114,12,1,10,3
16,0,10,37,5,5,0,5,3
2,4,5,7,2,3,3,2,3
15,11,7,3,6,1,1,4,3
1,5,5,11,40,7,3,4,3
3,0,2,11,15,6,1,7,3
5,8,1,4,3,2,1,1,3
1,1,4,3,1,4,3,9,3
6,1,0,1,16,1,6,3,3
7,3,6,9,16,6,2,15,3
4,4,6,21,54,8,0,6,3
5,2,11,12,37,3,4,11,3
0,5,10,13,36,6,4,3,3
5,9,19,30,4,9,4,7,3
6,2,5,3,16,5,2,6,3
8,5,6,8,2,6,2,2,3
0,7,14,14,15,6,3,8,3
3,8,14,7,5,3,3,1,3
2,2,2,16,6,2,2,6,3
3,8,5,1,8,4,2,1,3
2,2,1,27,36,11,2,0,3
8,0,6,7,4,7,0,11,3
2,1,7,1,10,4,5,5,3
8,5,6,11,6,1,0,2,3
3,0,6,5,8,2,3,4,3
19,6,9,16,13,2,1,3,3
2,2,2,5,1,6,0,1,3
3,3,6,23,8,10,1,14,3
11,5,3,28,32,8,3,9,3
2,2,8,0,3,0,4,1,3
9,8,4,6,65,5,1,8,3
8,14,7,2,44,11,1,2,3
2,3,2,13,14,5,1,9,3
6,3,12,15,12,6,2,3,3
6,1,3,7,2,4,1,1,3
4,4,2,9,13,5,3,8,3
11,1,1,0,6,6,3,19,3
3,0,4,11,2,1,2,0,3
6,10,5,0,17,1,2,9,3
5,5,1,5,9,1,3,7,3
4,5,10,23,22,4,2,0,3
3,4,3,11,7,2,2,0,3
1,1,1,13,0,4,1,2,3
0,1,10,5,6,1,3,4,3
2,3,6,4,10,4,1,4,3
10,5,1,30,6,6,5,9,3
1,1,6,18,40,3,4,9,3
2,1,1,18,56,19,7,1,3
4,5,2,17,8,7,4,4,3
1,7,12,11,8,3,1,12,3
6,2,9,9,33,2,4,11,3
4,0,1,41,21,18,6,6,3
12,3,4,5,18,2,2,19,3
10,4,9,15,31,7,1,2,3
11,5,10,11,13,0,4,10,3
1,10,3,9,11,1,2,8,3
0,9,3,8,21,4,1,5,3
8,0,1,14,19,8,2,4,3
1,2,4,10,26,8,0,5,3
8,8,19,26,10,0,2,4,3
4,1,10,39,49,10,4,5,3
2,3,5,14,5,3,1,6,3
4,3,4,22,14,4,0,0,3
5,10,6,14,1,3,1,3,3
2,4,2,6,22,1,3,4,3
1,0,1,21,16,1,0,2,3
1,1,11,32,3,3,1,2,3
1,3,4,0,14,2,1,4,3
2,3,3,53,60,16,4,3,3
0,1,9,50,4,7,2,1,3
1,2,7,1,2,4,2,2,3
2,7,16,17,6,2,0,0,3
5,5,0,9,13,2,1,4,3
0,1,11,38,13,1,2,2,3
0,3,6,18,1,1,1,1,3
2,0,6,2,0,3,0,2,3
4,5,15,13,12,3,2,0,3
3,0,9,39,6,4,2,5,3
1,4,2,12,23,1,1,0,3
2,0,0,5,11,2,4,3,3
1,3,3,2,14,7,1,3,3
1,2,14,36,4,8,4,5,3
0,5,1,0,19,5,1,0,3
3,4,4,2,5,2,0,0,3
5,6,2,3,10,1,0,4,3
5,0,1,12,11,6,0,8,3
7,9,6,15,29,5,5,4,3
3,8,6,29,1,3,1,4,3
2,2,3,8,9,4,1,1,3
2,2,2,23,2,5,3,3,3
1,3,2,20,19,8,4,1,3
2,1,5,6,3,2,2,4,3
1,2,4,2,8,0,1,1,3
0,2,2,4,11,6,0,4,3
1,5,22,20,14,3,2,2,3
1,4,12,24,6,3,2,1,3
3,6,5,24,18,1,2,3,3
2,3,1,43,4,9,3,3,3
2,1,14,5,62,14,1,2,3
1,1,1,5,0,2,1,0,3
1,1,0,13,17,2,1,3,3
3,7,1,2,4,6,3,4,3
2,2,4,8,34,0,0,0,3
4,2,11,6,16,0,1,4,3
5,4,11,2,96,3,2,7,3
8,1,3,7,9,1,1,8,3
3,1,4,7,28,3,3,1,3
9,8,12,4,5,5,10,18,3
2,5,14,16,5,9,3,2,3
7,8,4,17,16,6,3,4,3
2,6,13,27,71,9,3,1,3
1,4,17,22,1,13,2,6,3
2,10,9,8,18,7,4,2,3
1,3,8,2,15,3,3,2,3
0,1,7,6,3,2,3,6,3
0,0,6,5,1,0,1,2,3
2,7,2,5,5,5,2,5,3
0,1,5,11,1,5,1,1,3
0,2,25,30,9,4,1,1,3
0,1,2,9,3,7,2,1,3
2,2,6,49,76,27,4,1,3
1,4,5,53,0,15,5,1,3
4,5,2,4,15,2,4,4,3
1,0,1,20,6,10,2,2,3
1,6,5,37,51,17,3,2,3
10,1,11,16,14,7,2,10,3
1,1,4,11,12,0,2,1,3
0,0,11,1,8,3,2,2,3
4,6,2,13,13,5,3,6,3
1,4,4,17,13,2,0,1,3
3,5,4,27,15,6,5,2,3
2,3,14,30,2,11,3,16,3
4,2,8,33,16,11,2,6,3
9,3,9,6,4,4,6,15,3
4,3,8,1,40,8,1,9,3
3,3,17,17,13,13,1,2,3
6,1,6,2,16,0,2,7,3
5,4,16,30,1,4,4,5,3
2,6,30,17,14,6,3,11,3
3,1,5,3,3,0,3,5,3
3,2,5,5,18,0,0,1,3
3,10,19,12,3,0,1,2,3
4,3,5,36,39,5,4,3,3
5,5,14,45,4,7,3,5,3
12,4,6,9,1,5,1,14,3
1,2,6,14,11,8,4,2,3
1,2,2,2,4,0,2,1,3
2,3,11,20,7,1,4,7,3
1,1,7,26,50,4,1,2,3
4,3,1,17,4,5,3,1,3
1,4,1,14,13,2,0,0,3
1,2,5,19,0,6,2,4,3
3,3,2,15,10,4,1,3,3
0,1,4,4,13,4,1,0,3
1,2,7,4,9,3,1,1,3
4,6,5,22,11,6,2,2,3
1,1,11,2,56,9,3,4,3
2,1,7,34,3,8,0,4,3
1,1,7,61,10,19,4,1,3
1,1,8,4,1,3,1,4,3
4,4,6,15,6,1,0,1,3
1,1,1,3,0,3,4,0,3
2,4,0,13,4,4,2,3,3
3,6,13,1,6,8,1,4,3
3,3,4,18,58,1,1,4,3
0,2,7,4,17,1,0,2,3
4,9,23,33,1,6,2,4,3
1,3,19,34,7,4,1,6,3
2,4,11,47,12,1,0,3,3
2,5,4,14,11,0,0,0,3
1,4,7,4,6,7,4,1,3
0,2,6,8,4,2,2,1,3
5,5,14,11,37,6,1,2,3
4,2,6,8,8,4,2,3,3
8,1,7,9,25,0,1,5,3
9,2,0,3,12,9,5,12,3
2,2,8,3,11,4,0,3,3
2,2,2,0,4,4,2,3,3
2,3,4,6,9,6,0,2,3
1,1,4,22,4,4,1,3,3
2,3,0,15,4,3,3,2,3
0,2,5,15,6,8,3,6,3
1,1,6,8,6,3,4,4,3
2,4,23,81,4,6,4,2,3
6,4,3,18,15,1,3,9,3
1,8,15,13,6,2,0,1,3
2,15,8,11,5,4,3,8,3
3,2,6,21,1,0,1,0,3
0,5,1,0,20,0,2,9,3
4,2,3,0,2,0,1,4,3
4,2,1,5,4,1,1,3,3
4,2,9,8,2,4,3,6,3
3,2,0,14,8,11,5,1,3
2,1,11,27,13,6,3,3,3
6,6,6,8,34,2,0,2,3
8,4,1,1,12,2,0,4,3
2,9,1,22,15,2,1,1,3
5,7,16,41,8,0,2,9,3
1,1,3,19,7,8,5,1,3
0,1,29,5,4,3,3,5,3
1,4,3,12,20,4,0,0,3
0,1,1,2,3,2,0,0,3
5,3,10,30,27,7,3,1,3
2,0,0,37,8,13,5,1,3
0,5,6,0,46,7,1,3,3
1,1,1,4,23,2,0,13,3
6,6,1,14,18,3,4,9,3
2,1,5,5,8,3,1,0,3
0,1,3,5,12,1,1,3,3
1,6,9,7,2,0,0,1,3
3,6,4,14,3,6,4,1,3
2,5,4,6,25,5,2,1,3
0,0,2,27,27,9,2,4,3
3,4,2,13,13,8,2,1,3
1,6,8,9,2,0,1,1,3
2,1,2,17,4,7,1,3,3
3,9,11,59,9,3,1,2,3
3,1,17,31,8,6,4,8,3
1,2,0,5,14,4,4,2,3
2,0,3,11,1,3,1,2,3
1,7,22,24,36,2,0,0,3
2,3,6,8,7,6,2,1,3
0,2,3,5,2,0,1,3,3
2,5,5,4,15,0,3,2,3
3,0,17,3,14,2,2,0,3
5,3,11,15,12,10,4,0,3
4,1,6,3,3,5,4,0,3
2,5,1,9,10,0,0,1,3
0,0,1,13,1,5,2,1,3
1,2,7,9,7,0,3,8,3
3,2,3,10,14,0,0,5,3
3,4,10,14,1,2,1,13,3
4,2,12,23,20,6,0,16,3
1,0,3,16,1,5,2,3,3
1,1,5,3,9,6,2,0,3
3,3,4,8,1,1,1,2,3
2,2,8,1,3,0,1,6,3
1,2,11,4,6,1,0,2,3
1,2,6,3,5,1,1,3,3
1,2,7,10,19,4,3,2,3
3,7,5,6,28,1,0,5,3
2,3,20,30,9,17,4,1,3
3,1,4,3,7,5,4,6,3
2,1,5,0,14,1,1,3,3
1,6,9,4,9,2,0,5,3
2,4,0,11,3,3,2,3,3
1,1,0,6,2,1,2,3,3
6,3,11,6,1,3,3,9,3
0,1,17,5,13,4,4,2,3
3,3,0,13,11,3,0,0,3
2,0,7,5,5,0,1,1,3
0,2,2,13,8,6,2,4,3
5,2,1,16,39,8,2,13,3
3,2,1,1,11,14,1,5,3
4,8,7,18,6,2,0,13,3
2,5,9,28,5,10,3,1,3
0,1,6,1,20,5,3,2,3
3,7,8,4,4,4,1,5,3
1,0,9,10,9,0,1,1,3
2,2,0,14,15,6,0,3,3
3,9,2,30,18,2,3,5,3
4,2,15,20,9,6,2,3,3
1,5,7,17,3,1,2,9,3
3,1,4,18,3,5,2,11,3
0,0,6,12,26,0,2,2,3
4,3,7,2,0,5,1,3,3
10,1,3,12,0,1,3,5,3
3,2,3,8,15,2,1,7,3
1,2,5,8,20,8,4,2,3
2,2,2,14,4,6,0,6,3
5,6,5,4,3,3,3,1,3
2,2,3,19,27,1,2,13,3
3,1,11,20,30,10,3,13,3
2,1,4,8,31,5,2,0,3
1,3,3,8,14,2,1,4,3
2,5,13,7,1,2,0,5,3
1,6,2,41,18,9,2,0,3
1,8,0,25,0,7,0,1,3
0,4,2,9,5,3,3,3,3
0,0,13,11,56,6,2,2,3
3,1,4,11,13,2,1,1,3
4,2,3,12,8,2,1,2,3
1,0,1,6,6,1,2,0,3
2,4,18,11,8,2,3,3,3
2,2,5,22,16,6,3,4,3
3,1,4,3,4,3,1,4,3
7,4,12,7,1,6,2,5,3
3,2,11,25,25,2,2,0,3
2,3,1,3,13,2,2,1,3
1,1,8,31,3,8,5,1,3
1,1,2,10,4,3,2,2,3
3,1,4,9,9,2,2,4,3
1,2,3,4,8,3,1,2,3
5,6,6,14,40,6,0,2,3
5,3,9,18,58,14,2,0,3
11,15,4,3,2,4,2,6,3
5,1,5,1,2,1,2,9,3
2,4,3,6,5,3,2,2,3
0,4,2,17,8,4,0,1,3
8,7,6,3,14,0,3,5,3
1,5,4,39,11,16,2,0,3
5,11,7,46,5,8,1,2,3
2,4,7,2,12,3,0,4,3
5,0,17,30,36,18,3,5,3
2,1,10,26,3,11,2,0,3
7,17,12,9,4,1,1,4,3
4,7,5,27,2,3,2,2,3
2,6,1,35,15,15,5,1,3
3,1,1,27,15,4,1,0,3
1,1,3,4,3,6,1,11,3
1,2,3,1,14,5,1,2,3
2,2,2,17,2,1,3,3,3
1,1,2,4,5,3,1,1,3
0,2,7,14,3,3,1,1,3
1,0,3,14,3,3,1,1,3
3,4,11,2,40,0,0,1,3
2,3,2,2,0,4,3,0,3
1,6,12,20,34,12,4,3,3
4,10,29,5,4,2,3,4,3
1,2,8,10,5,5,1,1,3
2,6,2,8,2,7,1,1,3
2,2,5,24,2,4,1,5,3
1,3,10,8,3,3,3,6,3
1,2,9,6,23,8,2,1,3
1,2,16,14,4,9,2,0,3
1,3,7,1,19,2,0,3,3
2,1,7,7,1,0,1,1,3
1,3,1,11,2,7,2,0,3
0,1,12,5,8,6,4,2,3
1,4,9,16,0,1,1,1,3
1,5,0,7,11,8,0,3,3
4,6,7,32,21,14,3,2,3
7,4,9,20,2,9,0,6,3
4,4,9,35,43,15,5,8,3
1,5,4,16,1,3,2,3,3
2,1,2,9,20,4,1,1,3
1,1,2,5,11,3,1,3,3
1,1,3,3,27,5,1,1,3
6,7,13,17,4,7,4,7,3
0,0,0,11,17,3,1,2,3
1,2,0,3,8,0,2,1,3
0,3,7,7,13,4,1,1,3
0,1,8,22,5,7,2,6,3
2,0,0,6,62,2,4,3,3
1,1,4,11,15,9,2,1,3
0,5,6,4,27,1,0,0,3
3,4,3,1,3,2,3,6,3
3,2,2,16,13,10,3,2,3
3,1,5,8,9,10,2,1,3
3,1,9,10,4,0,0,1,3
0,1,2,9,4,1,2,3,3
3,5,3,12,6,4,3,7,3
5,2,5,5,9,2,1,3,3
3,6,9,11,28,4,2,5,3
3,9,13,16,7,11,3,5,3
7,6,17,17,3,2,1,6,3
2,1,6,4,3,0,0,4,3
4,7,8,1,26,6,3,2,3
0,5,5,2,17,14,0,1,3
1,1,7,16,2,3,1,1,3
1,6,6,3,3,1,1,3,3
0,0,3,4,7,2,1,2,3
1,4,13,1,1,2,4,6,3
3,2,9,5,16,1,1,3,3
1,3,4,1,8,1,0,1,3
2,3,1,19,2,14,9,6,3
1,1,3,6,3,9,1,0,3
2,2,0,13,12,3,1,1,3
2,1,2,12,3,5,2,0,3
5,2,2,11,2,3,1,2,3
3,8,12,12,6,4,2,4,3
3,2,1,22,3,6,1,4,3
2,4,4,10,11,5,4,3,3
3,0,6,9,23,2,1,4,3
2,3,0,15,7,11,3,1,3
1,1,0,28,27,8,4,3,3
2,1,3,7,7,1,0,2,3
2,1,6,10,2,5,3,1,3
2,4,2,30,7,6,0,3,3
1,8,6,28,53,7,0,2,3
6,1,13,18,3,5,4,20,3
1,3,0,2,16,7,2,2,3
2,9,15,14,2,8,0,3,3
2,10,16,16,115,4,7,2,3
2,2,7,23,1,9,1,10,3
1,5,4,38,6,6,3,4,3
1,10,16,21,29,2,4,10,3
2,2,4,19,36,2,2,12,3
6,9,11,19,13,2,2,0,3
15,12,12,5,2,4,0,11,3
20,3,8,19,10,14,8,18,3
6,2,6,4,33,4,5,12,3
2,3,6,45,9,8,1,1,3
8,4,0,6,30,2,0,9,3
2,6,5,21,18,3,2,6,3
5,5,19,12,0,2,4,16,3
0,5,0,1,15,4,3,4,3
1,3,9,19,62,15,2,4,3
7,8,47,10,0,5,2,9,3
7,2,1,19,9,5,2,4,3
1,4,0,8,13,8,2,4,3
0,2,6,8,3,4,0,3,3
3,3,3,33,9,3,3,1,3
4,0,3,6,38,16,4,1,3
3,0,1,23,19,8,6,1,3
11,2,13,13,18,1,4,7,3
2,3,0,22,8,4,4,3,3
2,3,4,4,39,3,1,2,3
0,3,8,4,18,6,2,1,3
5,3,5,2,14,1,0,2,3
2,2,1,0,11,4,1,1,3
1,3,9,6,2,2,1,0,3
5,4,3,27,9,11,5,4,3
0,1,1,30,35,13,4,4,3
5,7,5,30,20,1,3,4,3
5,3,1,11,2,1,4,3,3
3,8,3,17,5,2,2,3,3
1,0,0,4,3,9,1,0,3
0,1,1,32,9,7,1,4,3
3,6,19,9,8,3,1,2,3
2,1,11,19,8,2,1,1,3
5,9,10,48,22,10,5,7,3
0,6,2,23,11,6,2,3,3
1,3,5,20,42,10,4,2,3
2,0,0,4,24,2,1,0,3
3,1,1,0,14,0,1,2,3
10,1,3,12,22,1,2,16,3
3,7,7,23,2,11,8,1,3
1,0,8,14,15,3,1,4,3
1,6,11,10,58,10,0,4,3
4,1,10,8,4,5,2,11,3
3,0,3,4,4,2,0,5,3
2,0,1,8,14,8,1,2,3
0,3,11,45,11,13,3,1,3
3,1,4,1,2,2,3,4,3
2,3,12,4,21,2,0,1,3
1,5,3,25,11,9,2,3,3
1,8,19,42,24,11,7,0,3
1,5,1,44,1,6,1,1,3
0,0,2,36,18,3,0,1,3
0,2,2,34,6,9,1,3,3
3,4,8,3,10,5,1,2,3
2,1,2,8,9,1,2,2,3
9,2,2,9,54,13,1,5,3
7,3,0,12,9,2,1,9,3
16,3,12,1,1,0,4,20,3
4,8,19,25,5,2,4,4,3
5,3,9,12,37,16,5,11,3
6,2,9,19,5,6,2,2,3
1,4,1,1,4,0,0,3,3
1,2,8,6,5,6,1,5,3
5,6,3,7,11,5,2,7,3
2,0,4,37,12,17,6,6,3
0,0,8,26,30,4,2,2,3
4,3,4,1,3,3,0,8,3
0,4,1,11,6,2,1,1,3
7,7,5,2,5,1,1,3,3
2,3,2,12,5,5,2,1,3
0,2,4,34,9,11,1,2,3
3,1,12,56,7,14,5,2,3
1,3,2,1,2,0,2,8,3
12,3,9,11,26,3,0,20,3
1,3,13,22,30,18,12,5,3
5,2,5,19,5,6,3,3,3
5,0,3,13,3,5,2,3,3
5,4,8,25,8,6,2,10,3
1,3,2,44,9,12,4,5,3
2,2,10,23,48,8,1,17,3
2,3,1,4,17,3,1,3,3
8,4,6,3,6,3,3,10,3
14,2,4,32,15,6,5,7,3
4,3,11,0,27,2,4,24,3
0,1,9,20,11,5,1,0,3
2,1,12,7,8,3,4,1,3
8,1,2,5,3,1,5,1,3
7,1,2,19,1,7,2,3,3
3,0,4,6,7,4,2,6,3
0,9,14,6,11,4,1,1,3
7,7,11,14,17,1,0,3,3
2,6,17,19,26,3,5,2,3
3,3,1,9,2,3,3,6,3
6,1,1,8,23,2,3,7,3
4,4,7,13,1,8,6,1,3
8,5,4,14,18,6,4,4,3
1,0,16,5,1,1,3,1,3
1,3,4,0,15,2,1,0,3
5,11,16,29,8,3,4,3,3
1,3,4,12,18,15,5,6,3
2,3,9,36,1,6,3,2,3
1,1,3,1,28,1,3,18,3
2,2,5,2,1,3,3,6,3
0,5,5,22,4,1,0,1,3
5,6,6,20,9,2,4,3,3
8,1,3,22,29,0,0,6,3
14,1,8,9,0,1,2,1,3
4,1,7,17,11,4,2,3,3
8,5,12,6,0,2,0,8,3
9,2,1,12,12,2,2,8,3
5,1,2,1,8,4,0,3,3
5,2,14,13,0,2,1,6,3
3,5,1,4,10,5,2,2,3
1,3,10,14,20,2,2,4,3
4,6,1,25,77,22,2,1,3
1,2,6,35,30,9,5,2,3
4,1,5,1,14,2,1,5,3
1,1,4,7,4,2,1,11,3
4,6,15,7,21,1,2,1,3
1,2,2,28,16,3,1,1,3
0,3,7,3,12,1,2,2,3
0,3,0,1,9,8,3,3,3
1,3,7,16,3,8,1,3,3
1,1,2,1,19,3,1,1,3
10,6,1,5,18,2,2,5,3
3,3,10,24,17,7,5,2,3
6,4,3,7,1,0,0,5,3
3,14,2,3,21,2,0,3,3
6,8,6,2,2,2,6,8,3
0,5,25,55,1,10,7,6,3
2,6,20,38,6,2,1,1,3
12,0,8,16,1,9,3,7,3
8,3,13,5,17,6,6,15,3
0,2,14,7,34,2,8,35,3
4,8,9,14,6,0,5,0,3
0,1,2,11,35,8,2,7,3
2,1,7,3,20,3,1,19,3
2,1,2,1,14,3,0,4,3
2,1,8,14,18,6,3,5,3
5,6,1,4,4,2,1,3,3
4,0,2,25,8,6,2,5,3
2,5,6,0,12,2,1,11,3
6,6,10,10,0,4,2,9,3
7,5,2,9,39,5,2,0,3
5,13,3,12,6,2,1,5,3
1,5,10,1,1,3,2,1,3
2,1,4,5,15,0,0,2,3
6,8,12,12,17,2,0,1,3
0,2,1,5,1,0,2,11,3
5,5,16,4,6,2,1,12,3
8,1,27,28,4,3,2,1,3
1,3,18,40,30,6,1,4,3
4,8,3,15,15,7,6,13,3
7,5,5,9,14,8,2,11,3
11,3,8,12,6,8,3,0,3
15,7,1,27,27,13,5,3,3
14,9,2,5,10,3,3,11,3
3,2,3,1,14,3,0,15,3
7,5,3,5,4,5,1,8,3
9,6,3,1,35,7,1,1,3
3,0,9,17,24,4,2,4,3
0,4,7,9,26,1,5,8,3
2,7,3,2,31,3,2,3,3
7,0,3,7,10,1,0,10,3
1,3,6,4,2,5,1,6,3
9,8,29,4,21,3,2,8,3
4,2,7,3,1,2,1,7,3
3,2,5,22,10,1,2,3,3
1,2,9,30,11,2,0,2,3
2,1,10,2,12,0,1,3,3
3,0,7,8,4,2,3,1,3
2,5,2,3,4,4,2,4,3
4,4,8,30,5,4,0,7,3
0,2,1,12,5,1,1,4,3
3,1,2,13,1,0,1,3,3
3,8,6,11,11,2,2,6,3
1,2,2,17,7,5,2,2,3
2,6,2,8,8,1,2,1,3
2,5,8,11,3,3,4,3,3
1,5,4,5,20,3,1,1,3
0,0,1,19,4,3,1,1,3
1,3,11,3,4,2,3,0,3
2,4,5,6,8,2,2,2,3
1,0,22,7,18,1,1,2,3
4,6,8,4,2,1,3,3,3
3,4,5,15,16,4,2,2,3
0,3,0,20,4,0,1,0,3
2,2,15,18,18,5,2,0,3
0,2,5,24,9,0,0,1,3
5,2,4,7,4,2,1,1,3
5,3,1,6,6,5,2,3,3
3,3,3,5,8,3,3,14,3
5,3,0,16,1,5,0,10,3
2,0,2,3,14,2,2,6,3
4,3,8,0,5,3,2,1,3
2,4,2,4,16,2,1,2,3
1,1,5,40,12,19,6,12,3
1,2,9,2,3,2,3,1,3
3,6,8,2,5,7,0,2,3
1,6,11,12,25,3,2,4,3
0,2,3,1,4,3,1,1,3
2,1,5,5,10,5,1,0,3
1,3,7,5,25,8,3,4,3
1,4,7,5,9,0,2,5,3
4,4,2,11,1,2,3,6,3
4,3,1,8,6,0,2,3,3
4,5,4,5,8,0,0,4,3
8,0,14,25,33,6,4,12,3
3,3,13,50,14,13,6,0,3
7,0,7,5,14,5,1,18,3
10,6,14,8,2,0,2,7,3
6,2,1,13,16,0,2,1,3
2,2,1,27,2,3,4,6,3
2,5,12,39,14,3,2,5,3
9,10,8,72,64,1,3,8,3
3,2,11,35,28,8,5,6,3
2,4,6,13,8,2,4,2,3
3,4,11,3,2,4,0,1,3
5,9,6,32,17,5,2,4,3
6,3,5,0,18,5,3,3,3
1,4,7,10,1,1,1,2,3
2,4,13,5,8,1,3,4,3
2,3,5,16,4,1,2,5,3
3,5,10,7,14,3,0,0,3
3,7,16,17,12,0,1,1,3
4,2,3,1,6,7,1,1,3
8,2,6,1,6,8,1,5,3
4,1,6,25,13,9,1,0,3
2,2,6,21,16,15,5,0,3
3,0,3,14,0,3,1,5,3
4,0,4,12,7,3,1,7,3
2,7,18,35,6,12,2,5,3
0,3,9,27,6,11,3,7,3
5,1,5,3,6,4,4,9,3
3,1,3,6,4,3,1,1,3
3,6,7,13,7,4,3,2,3
3,3,9,22,34,3,0,5,3
11,4,6,5,84,18,1,12,3
10,2,7,6,6,6,1,19,3
4,5,14,2,11,4,4,6,3
9,0,0,8,5,1,1,1,3
3,5,6,7,21,1,2,6,3
1,5,7,10,4,5,3,0,3
1,4,4,25,10,12,1,0,3
4,2,3,33,24,1,0,1,3
6,6,14,6,16,0,2,4,3
2,10,16,1,41,3,0,2,3
3,0,10,9,2,4,1,1,3
3,2,5,7,4,1,2,1,3
6,7,20,23,7,2,4,9,3
3,6,12,64,75,11,4,1,3
1,4,1,1,14,1,2,2,3
2,0,2,7,7,5,1,2,3
2,1,6,11,21,9,1,6,3
1,4,3,30,21,8,3,6,3
2,4,3,0,15,5,1,4,3
1,2,8,4,14,0,2,0,3
4,4,1,1,4,1,0,3,3
0,1,6,14,3,6,2,10,3
6,0,7,10,11,1,2,3,3
16,5,1,6,23,3,1,11,3
14,4,2,3,17,3,1,3,3
1,2,2,13,1,3,2,8,3
2,1,4,8,6,3,1,1,3
5,4,1,2,4,1,1,0,3
12,5,8,23,0,5,4,7,3
2,3,1,31,18,3,0,0,3
2,1,3,3,2,1,2,4,3
1,3,10,8,45,4,0,2,3
10,1,1,0,82,13,2,3,3
8,4,4,7,18,1,1,3,3
5,2,17,11,4,0,6,8,3
2,2,11,1,14,1,1,4,3
3,5,3,16,23,7,1,0,3
3,6,7,29,8,16,4,1,3
8,3,11,27,20,4,2,8,3
3,4,8,32,4,8,5,3,3
4,2,13,31,16,7,1,2,3
2,2,13,12,4,1,3,7,3
16,1,5,8,3,1,2,9,3
16,1,5,0,10,2,0,9,3
2,4,18,13,14,11,3,5,3
2,7,25,25,3,12,4,4,3
3,10,20,18,12,4,2,7,3
3,1,3,25,11,2,1,1,3
0,7,6,6,14,2,2,4,3
1,1,3,2,6,2,0,2,3
3,5,1,10,8,2,2,1,3
4,1,1,9,2,3,1,1,3
3,3,8,2,16,2,1,5,3
17,9,2,40,14,3,4,17,3
4,11,17,45,6,3,3,4,3
1,3,2,8,47,1,0,1,3
1,5,16,13,9,3,2,5,3
0,2,0,7,14,2,2,2,3
2,2,8,18,3,5,0,7,3
6,3,5,14,14,5,2,1,3
0,0,2,5,10,3,1,9,3
2,5,7,14,23,6,2,6,3
4,2,3,2,5,3,0,4,3
1,0,0,7,36,4,3,0,3
2,2,3,33,12,8,1,6,3
3,0,5,2,17,2,1,1,3
0,2,1,6,13,4,5,3,3
3,3,1,13,20,4,0,7,3
3,3,1,1,8,1,1,4,3
4,8,1,19,23,14,6,5,3
12,5,4,23,2,11,4,9,3
1,6,2,10,2,6,7,4,3
7,0,7,16,1,8,8,5,3
4,2,3,3,46,4,1,8,3
5,2,7,10,1,1,0,5,3
9,8,31,14,9,2,1,4,3
0,4,21,26,10,5,2,5,3
8,5,13,1,10,2,0,3,3
8,3,2,18,14,6,2,2,3
3,4,3,1,45,13,2,1,3
2,1,1,1,6,4,1,2,3
6,1,6,4,8,1,1,8,3
4,1,1,4,11,1,4,3,3
3,1,13,14,15,3,2,4,3
2,4,3,26,2,4,1,3,3
3,5,14,73,105,4,2,1,3
3,4,1,13,5,3,2,3,3
1,4,8,3,5,1,1,0,3
4,0,6,17,1,6,2,6,3
15,2,7,14,2,5,1,12,3
2,6,3,11,11,2,2,3,3
9,4,0,6,8,1,3,12,3
2,4,9,2,8,3,5,1,3
9,6,9,21,3,0,1,8,3
1,5,8,9,16,6,1,1,3
0,3,15,13,6,2,0,1,3
1,0,4,0,4,2,0,1,3
4,3,2,15,7,1,3,4,3
2,0,1,10,7,3,1,10,3
4,1,1,8,3,0,1,2,3
2,6,15,30,7,2,2,10,3
5,8,12,14,67,6,2,7,3
0,1,3,9,2,13,1,3,3
1,2,1,2,39,0,1,2,3
3,3,3,14,3,6,3,8,3
1,3,5,9,2,1,1,1,3
4,6,3,22,1,6,1,1,3
0,2,5,6,18,3,1,2,3
3,1,6,2,5,3,1,2,3
4,3,4,1,17,6,2,1,3
4,2,0,6,3,3,2,1,3
9,4,10,22,26,4,6,22,3
6,4,3,23,1,0,1,5,3
1,3,3,0,28,3,2,1,3
2,8,0,2,4,1,2,3,3
4,6,1,5,2,1,0,6,3
5,6,2,6,4,0,3,7,3
1,1,2,12,32,2,1,3,3
0,4,3,41,13,9,1,2,3
3,1,1,8,15,1,0,4,3
3,4,5,6,12,2,2,5,3
2,3,3,11,12,4,3,2,3
2,2,6,7,9,2,1,3,3
3,5,7,6,34,1,1,3,3
1,0,4,15,9,4,1,1,3
0,4,2,5,31,3,2,2,3
4,5,12,11,7,5,1,0,3
