Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Class
0,5,6,8,18,0,0,4,3
1,2,6,19,3,3,0,1,3
0,3,4,3,9,4,1,4,3
3,6,4,14,6,2,3,5,3
3,5,1,14,11,1,3,7,3
4,2,4,18,11,4,2,6,3
1,1,6,8,49,16,5,2,3
1,1,11,1,5,4,1,2,3
6,1,5,3,16,2,1,2,3
5,1,5,6,15,7,3,7,3
6,3,7,2,8,6,1,14,3
0,0,8,10,1,1,1,8,3
1,2,4,2,15,6,3,13,3
0,2,8,4,10,0,3,2,3
1,2,3,11,40,2,0,4,3
6,8,0,2,19,12,6,2,3
0,4,2,34,25,11,4,2,3
0,1,7,3,3,2,0,5,3
3,4,6,5,4,1,0,5,3
3,5,4,19,3,1,4,8,3
1,5,2,8,9,5,1,4,3
0,5,8,14,4,1,0,4,3
2,2,1,12,5,8,0,1,3
0,6,4,8,3,4,0,3,3
1,2,5,3,23,2,0,3,3
1,1,19,22,10,5,2,2,3
2,1,1,12,40,7,5,2,3
2,2,5,25,4,1,1,1,3
3,3,5,56,32,12,6,3,3
1,1,1,4,8,2,0,15,3
1,7,0,7,11,1,2,1,3
4,0,0,2,2,8,1,2,3
0,2,8,57,63,27,8,1,3
3,9,19,56,6,14,7,1,3
3,3,1,2,5,3,0,2,3
1,2,2,8,6,1,0,2,3
1,6,9,21,37,3,1,4,3
2,4,5,12,5,6,2,8,3
2,8,5,8,18,1,1,1,3
2,13,5,1,13,4,1,9,3
3,2,8,2,26,1,2,0,3
0,1,5,16,5,4,4,8,3
1,0,5,24,46,4,3,2,3
2,5,7,5,16,5,1,2,3
4,0,3,0,36,7,1,1,3
5,4,3,1,1,9,2,12,3
5,3,1,8,9,0,1,12,3
0,1,4,12,10,1,0,3,3
1,0,3,6,27,2,1,2,3
2,4,27,26,6,6,2,1,3
4,5,0,4,26,1,1,6,3
1,11,12,2,13,10,1,1,3
0,1,22,13,25,14,3,2,3
1,4,4,3,1,2,0,5,3
1,0,4,8,26,1,2,3,3
4,7,9,6,1,3,1,1,3
2,8,12,52,36,22,7,4,3
4,2,16,39,7,10,1,3,3
5,1,11,4,9,2,2,1,3
2,4,17,7,1,0,1,2,3
6,5,11,9,42,2,2,2,3
3,4,5,9,8,2,1,1,3
5,3,0,14,2,3,2,1,3
2,4,0,1,9,0,3,2,3
0,0,4,9,16,2,1,1,3
3,7,19,18,5,3,4,3,3
2,7,22,20,12,2,1,10,3
4,5,8,4,11,2,0,4,3
0,7,2,2,7,2,4,5,3
2,7,5,28,8,5,2,5,3
2,1,10,21,8,5,1,0,3
0,6,2,3,4,0,1,4,3
4,2,2,5,12,0,1,9,3
1,0,7,22,2,0,0,0,3
3,5,6,37,52,28,7,7,3
2,2,7,38,14,12,5,3,3
3,6,7,6,20,2,1,4,3
2,3,1,3,1,1,2,1,3
3,5,13,17,12,2,2,1,3
3,4,1,8,8,5,5,6,3
11,3,7,24,9,17,8,7,3
7,3,1,10,7,6,1,3,3
1,2,0,3,19,1,3,7,3
2,0,3,21,9,4,3,9,3
6,0,3,1,36,5,0,15,3
4,3,2,11,9,5,4,1,3
1,3,4,7,13,4,1,4,3
4,2,9,14,5,7,1,0,3
0,3,6,15,10,8,1,7,3
3,2,15,4,8,1,0,6,3
2,1,8,1,20,1,1,5,3
9,9,26,34,1,9,8,11,3
9,8,6,37,20,11,8,4,3
2,0,13,3,7,2,2,2,3
1,0,3,5,33,2,1,4,3
1,3,0,17,3,2,1,5,3
1,2,7,16,7,8,6,8,3
4,3,0,2,3,1,1,3,3
2,1,0,12,19,3,2,2,3
0,0,7,26,14,6,1,1,3
3,2,9,2,40,1,0,2,3
5,1,6,0,2,3,1,6,3
9,1,4,6,13,3,1,6,3
1,0,3,14,14,3,5,0,3
1,5,13,22,32,2,5,8,3
2,0,6,45,5,7,2,11,3
2,2,2,11,22,3,3,4,3
1,3,3,3,3,4,2,1,3
1,1,6,1,4,0,0,0,3
1,3,4,23,3,5,3,7,3
0,3,3,18,4,4,1,0,3
5,4,12,7,6,8,4,3,3
1,0,3,3,37,6,1,3,3
5,3,3,28,5,10,4,3,3
2,1,16,51,6,13,1,0,3
2,3,2,4,7,2,2,1,3
1,3,1,5,21,7,1,0,3
1,0,2,19,15,4,0,0,3
2,4,3,17,31,3,2,3,3
2,3,2,13,0,6,3,2,3
3,0,7,17,16,3,1,1,3
2,1,1,9,6,5,1,2,3
1,0,2,9,23,3,2,0,3
0,3,8,8,2,4,1,1,3
2,3,3,7,4,5,1,1,3
2,3,2,14,2,8,4,2,3
0,1,4,2,30,4,1,0,3
4,6,2,8,14,3,1,3,3
3,5,6,30,45,4,1,2,3
1,0,3,2,4,3,1,2,3
3,5,10,2,0,1,2,2,3
1,1,3,15,2,4,1,1,3
1,3,12,17,22,9,1,1,3
4,3,13,37,16,15,6,3,3
3,7,10,27,34,5,0,0,3
1,7,4,7,12,5,3,0,3
3,3,3,22,21,2,1,1,3
1,6,1,15,66,17,3,0,3
2,4,3,9,17,2,0,2,3
0,2,3,12,15,2,1,1,3
1,2,7,4,4,1,2,3,3
4,7,11,3,21,3,1,5,3
3,4,1,6,16,0,1,8,3
1,2,4,15,3,3,1,0,3
1,2,10,14,25,16,6,0,3
0,1,5,6,14,8,1,1,3
1,1,1,1,12,1,1,1,3
0,2,2,1,1,3,0,2,3
1,3,10,6,16,0,0,3,3
1,1,2,8,7,5,2,1,3
1,1,1,4,31,5,2,3,3
2,2,6,22,1,6,3,2,3
2,0,1,9,8,1,1,2,3
0,5,10,19,2,4,1,1,3
6,6,3,41,11,11,4,5,3
3,1,5,22,26,6,0,2,3
0,3,1,10,8,9,3,1,3
2,1,4,7,12,4,1,0,3
2,3,7,5,2,2,0,3,3
2,4,1,5,15,1,1,1,3
0,2,5,1,5,2,3,0,3
3,4,3,6,16,7,3,2,3
1,1,3,1,39,14,1,1,3
2,2,3,9,6,5,1,1,3
1,1,1,8,5,0,1,1,3
1,2,7,1,6,1,1,2,3
2,4,11,4,8,3,0,10,3
1,2,2,8,16,7,1,2,3
1,2,4,11,19,2,2,3,3
0,2,7,14,4,1,0,0,3
1,2,5,8,16,1,1,0,3
6,1,1,0,6,2,2,8,3
2,7,8,8,5,1,3,4,3
2,2,5,22,15,3,3,2,3
1,3,1,22,10,7,1,3,3
1,2,12,45,17,24,8,0,3
4,7,15,48,1,13,5,1,3
2,5,1,6,8,6,0,1,3
1,3,3,27,16,20,5,4,3
3,4,1,5,21,3,1,1,3
3,4,12,17,18,4,1,1,3
1,0,5,10,9,4,3,0,3
2,5,1,18,5,1,3,4,3
1,4,3,6,13,2,1,3,3
0,0,12,8,5,4,0,2,3
1,1,8,20,2,1,2,1,3
3,4,6,16,9,0,4,10,3
10,3,4,38,7,6,2,7,3
4,3,16,6,4,8,3,13,3
9,13,25,68,34,20,9,20,3
4,10,12,53,12,12,4,3,3
0,2,5,4,1,2,2,2,3
1,2,9,18,1,4,2,2,3
1,0,6,8,16,4,2,4,3
1,3,9,4,3,4,1,2,3
0,2,0,2,3,5,0,1,3
1,2,4,9,17,7,1,3,3
0,1,3,4,8,2,3,1,3
3,5,1,14,11,9,2,6,3
1,3,4,0,15,2,2,4,3
4,1,8,21,10,5,4,6,3
1,4,5,14,17,2,1,1,3
1,3,3,11,12,6,0,0,3
4,3,5,11,4,3,1,5,3
4,7,3,26,4,10,5,4,3
3,5,0,35,20,7,3,2,3
4,1,5,3,15,7,0,1,3
1,2,2,10,36,3,0,3,3
2,0,4,5,12,1,1,3,3
2,2,9,4,5,1,1,4,3
4,6,5,21,8,8,8,6,3
1,1,7,20,11,1,1,2,3
4,3,9,33,1,9,0,1,3
0,8,9,11,23,2,0,3,3
0,8,3,2,19,0,0,0,3
5,1,2,14,22,11,4,4,3
2,3,16,1,7,1,2,4,3
3,4,20,4,3,1,2,8,3
2,5,8,3,7,2,1,1,3
2,4,6,11,11,6,2,3,3
2,2,13,6,14,4,1,2,3
2,0,18,14,9,7,6,1,3
0,5,8,0,3,0,1,1,3
3,14,3,2,10,1,1,2,3
4,4,4,17,25,0,3,5,3
2,5,6,19,5,0,3,1,3
7,4,10,16,3,1,1,3,3
7,5,0,3,13,1,1,10,3
2,7,25,40,5,10,4,1,3
1,5,3,1,68,8,4,10,3
3,5,0,8,0,5,1,9,3
0,1,1,6,0,3,0,1,3
0,1,11,5,1,6,2,1,3
0,3,7,9,2,0,3,2,3
3,3,4,7,11,3,1,2,3
3,1,1,5,4,0,2,2,3
3,9,18,11,12,0,4,5,3
3,1,8,9,24,1,1,2,3
4,3,1,5,17,1,1,0,3
1,2,3,7,40,5,1,1,3
3,6,4,6,23,9,3,3,3
0,6,11,3,4,5,1,7,3
6,4,1,16,4,8,5,6,3
3,5,2,7,16,1,1,2,3
0,2,5,16,2,4,1,3,3
9,1,5,7,2,3,1,12,3
4,6,14,4,10,2,1,1,3
5,6,11,21,15,6,3,3,3
2,7,7,63,14,18,6,6,3
4,6,14,57,13,7,4,2,3
4,7,6,3,6,7,2,14,3
0,6,4,4,13,3,3,7,3
1,5,2,6,16,2,1,1,3
1,3,9,24,1,2,3,6,3
1,3,4,2,19,5,1,4,3
3,12,2,8,1,1,1,2,3
2,15,1,7,1,0,4,5,3
3,4,5,22,1,5,10,8,3
1,3,1,11,3,8,27,4,3
3,4,0,7,27,16,27,1,3
5,6,9,1,5,4,4,2,3
4,5,12,47,42,8,10,7,3
2,0,0,12,8,3,7,2,3
3,2,0,7,21,6,13,5,3
0,4,6,6,0,5,0,4,3
1,8,6,22,7,6,3,1,3
3,6,3,3,4,2,7,3,3
3,0,10,6,19,4,6,2,3
2,5,16,4,3,1,2,2,3
0,1,11,2,32,5,5,1,3
1,3,6,1,10,2,5,4,3
7,1,6,6,13,3,1,7,3
9,4,7,16,9,1,8,6,3
1,14,4,12,3,3,8,3,4
15,47,28,43,8,9,0,11,4
4,4,17,6,11,13,1,7,4
13,48,30,36,17,31,9,13,4
3,0,26,6,9,2,3,7,4
8,32,22,40,3,2,3,12,4
7,13,13,0,21,2,6,16,4
19,59,24,75,15,51,13,24,4
0,13,13,1,35,1,4,0,4
10,23,14,31,13,7,3,5,4
5,0,4,11,13,20,5,12,4
9,30,5,16,30,33,6,4,4
2,2,0,12,20,2,6,6,4
12,18,16,19,11,8,2,12,4
1,2,33,7,24,20,11,3,4
5,28,20,20,5,5,6,1,4
1,0,7,9,2,6,9,7,4
7,26,5,49,6,27,6,13,4
1,1,8,68,2,0,3,4,4
7,20,16,0,3,4,5,10,4
3,7,18,13,4,18,1,3,4
4,9,7,18,11,2,4,9,4
3,4,34,7,8,17,5,7,4
2,0,8,4,9,24,5,6,4
7,21,16,19,15,5,2,6,4
17,45,24,49,37,23,0,15,4
3,14,8,26,24,3,9,4,4
12,39,22,25,10,23,0,19,4
0,8,10,5,15,3,1,0,4
13,38,11,37,54,20,7,14,4
4,11,15,1,8,8,3,11,4
13,34,22,46,7,9,3,18,4
0,5,18,3,10,5,0,5,4
10,30,15,53,6,1,8,14,4
0,1,9,24,4,4,8,9,4
9,37,20,20,39,2,12,8,4
3,1,4,20,31,22,13,8,4
10,29,13,28,16,13,7,26,4
3,9,6,17,9,5,6,3,4
8,20,7,15,20,5,4,8,4
2,12,1,8,1,10,9,3,4
7,25,13,20,1,2,0,5,4
3,21,9,27,21,3,0,2,4
10,5,4,3,9,12,3,5,4
4,7,0,1,9,1,3,1,4
5,12,7,9,2,6,1,5,4
2,12,1,20,14,10,3,0,4
2,2,16,6,5,5,1,0,4
0,5,19,9,4,3,4,2,4
4,12,5,4,26,1,5,1,4
0,4,7,6,21,10,1,2,4
3,16,34,5,45,28,9,3,4
1,3,27,9,3,4,2,2,4
3,4,11,2,4,0,9,2,4
0,2,8,3,5,2,12,2,4
2,5,11,29,1,13,7,2,4
5,1,11,13,30,15,0,6,4
2,4,9,32,20,7,1,2,4
1,14,1,28,9,11,16,2,4
0,2,0,6,13,2,2,4,4
4,2,8,14,2,6,10,3,4
4,2,2,23,7,0,1,3,4
2,7,1,8,11,26,5,15,4
0,3,7,3,17,23,2,4,4
1,2,11,14,35,25,6,1,4
3,5,8,11,1,11,6,3,4
0,5,1,11,4,9,2,2,4
1,2,2,11,1,12,4,1,4
0,2,12,4,56,4,1,4,4
5,7,12,14,22,7,7,4,4
1,8,12,4,4,3,7,2,4
2,3,8,11,8,3,7,4,4
3,1,8,4,26,14,10,5,4
1,0,2,2,7,6,2,0,4
2,1,13,5,2,10,2,4,4
3,1,16,12,10,1,7,0,4
4,5,20,20,21,4,1,12,4
2,5,4,3,12,34,14,15,4
0,1,17,1,5,27,5,4,4
2,2,6,4,9,14,4,2,4
1,4,14,13,12,35,2,1,4
3,1,4,31,3,9,2,1,4
0,5,1,6,40,22,5,5,4
5,14,4,2,8,12,5,5,4
2,3,7,13,34,12,2,9,4
0,9,5,3,40,19,17,6,4
1,0,1,4,4,6,23,3,4
2,1,8,7,8,13,3,5,4
3,2,2,2,6,10,5,7,4
2,1,3,4,3,1,2,2,4
4,5,6,9,1,5,2,4,4
5,0,3,6,5,1,2,8,4
1,4,0,9,1,13,3,3,4
2,0,3,7,5,9,1,4,4
4,1,16,2,4,7,3,5,4
3,1,7,0,13,1,2,2,4
4,1,12,1,1,0,1,0,4
1,10,16,10,7,13,2,10,4
3,1,12,6,45,3,1,13,4
0,3,6,2,11,9,3,7,4
2,4,2,1,3,1,5,16,4
1,1,2,5,10,4,7,4,4
4,6,0,7,8,21,2,9,4
5,0,2,2,40,7,15,11,4
2,6,1,4,15,4,17,2,4
2,11,4,12,16,24,0,4,4
1,4,8,4,18,14,1,1,4
2,5,17,2,4,0,7,1,4
1,1,16,2,13,5,8,0,4
4,3,15,4,1,2,4,7,4
1,2,15,3,8,3,3,3,4
1,4,4,6,7,7,2,6,4
6,0,1,30,2,6,5,2,4
1,5,6,9,3,2,1,1,4
2,8,14,4,9,1,1,0,4
5,4,0,6,5,8,8,5,4
2,5,1,11,0,4,2,0,4
1,3,6,10,1,10,3,2,4
2,9,15,12,40,22,0,2,4
1,1,1,19,19,5,4,8,4
1,6,4,6,29,10,5,6,4
5,8,17,9,4,4,21,9,4
3,8,2,4,16,11,7,5,4
1,6,4,4,8,15,0,9,4
3,0,12,2,18,8,1,7,4
0,0,7,6,1,15,7,0,4
1,12,2,13,15,8,1,1,4
0,5,10,5,1,6,6,1,4
2,8,0,13,2,3,0,0,4
5,8,8,5,0,15,4,8,4
4,7,9,21,8,6,3,4,4
2,8,6,2,9,7,2,4,4
3,8,3,15,7,8,4,4,4
2,2,2,1,0,4,10,3,4
0,11,1,4,49,32,28,4,4
6,15,3,1,2,3,2,4,4
0,1,19,9,10,12,2,3,4
4,9,2,25,28,9,3,8,4
2,9,13,1,3,3,4,0,4
1,3,4,17,4,6,9,14,4
5,1,8,17,4,3,2,3,4
2,5,25,17,3,5,6,1,4
2,10,5,36,16,20,3,6,4
3,5,7,4,4,3,3,10,4
3,7,8,13,4,7,5,0,4
1,5,8,5,7,9,6,7,4
0,3,13,2,5,17,4,1,4
5,6,6,1,5,16,1,3,4
1,2,2,9,25,13,1,5,4
0,0,6,13,1,11,1,3,4
3,2,3,16,4,4,17,8,4
0,3,12,23,32,5,15,1,4
2,7,3,26,26,6,2,5,4
3,4,21,9,10,5,4,9,4
2,7,10,9,13,7,4,4,4
4,0,7,7,13,16,4,4,4
7,9,2,36,5,16,15,13,4
1,4,4,39,1,11,2,1,4
1,5,2,15,10,10,0,1,4
2,9,1,4,2,3,2,2,4
3,3,11,8,24,6,4,13,4
4,4,3,5,3,6,2,5,4
2,1,6,3,30,10,4,3,4
1,0,3,16,12,5,4,4,4
1,2,17,4,3,2,5,0,4
3,3,13,3,5,19,8,5,4
2,10,7,15,13,35,2,2,4
1,3,3,14,3,5,2,2,4
3,11,4,7,5,8,11,1,4
5,1,9,3,2,6,17,6,4
1,2,6,7,10,16,5,0,4
1,3,24,5,18,8,0,7,4
0,3,23,21,46,7,4,9,4
2,10,3,14,8,6,4,2,4
0,1,11,17,13,9,1,1,4
2,8,4,23,0,0,7,10,4
7,14,13,15,26,43,8,6,4
1,9,2,30,10,2,4,3,4
4,2,6,15,3,0,5,5,4
1,4,3,11,21,10,2,1,4
2,6,10,3,2,10,2,4,4
3,15,2,8,28,6,2,5,4
4,1,4,7,3,6,8,5,4
3,2,7,21,8,28,9,9,4
5,1,5,10,31,17,25,1,4
2,11,5,8,39,21,3,2,4
1,3,10,1,35,2,2,4,4
4,8,6,5,11,4,2,7,4
2,1,23,2,9,11,7,3,4
0,11,4,6,1,28,6,4,4
2,2,5,6,15,8,3,1,4
3,8,4,19,30,3,3,7,4
3,9,12,29,13,8,4,9,4
1,2,2,3,1,1,3,1,4
1,2,2,7,11,1,5,4,4
1,4,3,10,4,5,4,0,4
1,4,14,0,16,1,2,2,4
4,12,15,2,5,0,1,5,4
7,2,6,6,11,8,14,17,4
3,4,8,21,5,7,17,9,4
4,0,7,6,7,11,2,2,4
1,0,8,7,3,31,5,3,4
2,4,3,9,20,49,1,5,4
4,2,0,2,20,24,3,8,4
0,6,3,8,47,6,4,13,4
1,2,2,23,36,12,3,4,4
2,5,9,19,6,4,3,8,4
3,9,15,13,10,26,7,0,4
5,1,9,12,14,32,4,11,4
5,0,9,13,7,13,4,1,4
1,4,7,16,5,7,1,4,4
2,4,7,6,24,20,4,1,4
1,5,3,24,4,7,1,0,4
4,18,1,16,26,36,21,11,4
2,5,6,0,16,1,18,3,4
2,1,5,11,3,4,4,5,4
0,4,5,5,3,8,2,5,4
3,1,5,7,12,12,5,6,4
2,4,7,3,5,19,5,6,4
3,9,2,7,26,9,3,2,4
1,1,1,1,22,21,2,4,4
1,9,13,5,7,13,4,0,4
6,1,25,20,17,36,8,9,4
4,5,8,13,21,37,5,2,4
6,5,9,3,2,3,2,0,4
1,3,8,1,5,2,6,4,4
0,4,8,5,3,0,5,2,4
3,7,10,5,23,36,12,3,4
4,0,7,2,14,24,4,4,4
0,0,6,2,24,28,0,8,4
2,9,0,7,11,9,1,1,4
0,14,15,2,63,79,25,7,4
6,13,3,17,52,78,42,5,4
8,7,3,7,2,6,6,19,4
1,5,0,3,4,18,10,2,4
1,12,2,31,20,16,7,3,4
0,3,4,9,14,9,11,1,4
3,5,11,2,2,7,4,8,4
2,5,8,1,5,4,7,2,4
5,7,16,5,50,68,3,1,4
4,4,22,19,40,40,2,2,4
4,6,20,12,29,27,4,3,4
2,3,4,2,7,12,8,1,4
3,1,8,18,13,27,7,3,4
4,8,5,7,41,6,2,2,4
0,29,10,12,88,51,1,8,4
9,20,11,7,47,66,29,1,4
6,10,9,1,19,7,5,4,4
2,7,7,13,3,8,6,5,4
0,3,17,13,6,16,9,4,4
2,4,24,5,24,24,6,2,4
1,5,26,18,53,15,20,9,4
2,4,13,7,2,10,7,2,4
0,5,11,24,2,35,8,4,4
1,3,7,1,28,51,14,8,4
6,3,13,3,7,14,11,16,4
1,8,1,2,0,25,8,6,4
4,2,10,15,1,1,11,17,4
2,24,5,31,32,44,11,4,4
2,4,3,4,63,96,8,4,4
6,1,19,2,32,72,19,6,4
10,5,23,12,24,3,14,3,4
2,4,2,31,4,8,14,0,4
3,1,4,15,34,23,5,17,4
3,7,15,12,4,12,2,3,4
4,7,1,1,26,37,2,11,4
3,14,3,15,10,24,10,3,4
4,4,8,1,17,15,0,11,4
4,20,8,5,7,20,8,10,4
1,8,11,16,13,13,5,8,4
2,1,18,15,8,6,0,7,4
6,3,6,12,32,23,8,3,4
0,2,21,8,15,14,10,1,4
4,1,16,0,11,50,2,3,4
5,2,24,13,1,33,1,3,4
1,9,18,9,40,42,7,5,4
3,2,10,15,2,7,10,27,4
3,13,26,20,20,46,3,4,4
4,23,11,3,76,22,18,5,4
3,4,2,9,3,0,0,5,4
1,0,10,3,37,5,1,6,4
3,12,4,4,23,13,1,10,4
1,5,14,3,2,17,7,2,4
0,4,8,4,30,17,6,1,4
2,3,14,13,5,9,4,3,4
4,3,5,9,6,8,5,9,4
10,3,9,7,62,74,8,15,4
8,21,7,3,5,34,11,16,4
5,1,25,18,6,21,8,10,4
0,4,1,4,20,35,6,2,4
1,1,4,13,3,14,12,4,4
10,20,2,35,34,9,6,3,4
5,11,7,52,9,17,1,2,4
1,1,7,19,9,17,0,4,4
3,2,14,15,14,14,0,4,4
6,7,29,14,6,37,18,6,4
3,3,28,18,63,59,11,5,4
2,9,23,14,83,0,3,7,4
1,7,7,9,3,5,3,6,4
7,2,19,23,4,15,2,6,4
0,7,20,6,35,29,8,6,4
4,6,28,56,39,16,4,7,4
5,4,3,9,5,25,6,2,4
2,13,27,14,12,18,2,1,4
6,0,16,18,9,22,4,11,4
1,1,13,12,16,26,2,8,4
3,3,14,4,10,44,6,1,4
5,2,15,7,22,43,20,5,4
3,2,1,6,2,9,12,4,4
3,11,5,4,20,13,7,2,4
7,0,8,1,2,12,0,12,4
4,3,0,39,58,41,7,5,4
9,20,2,24,8,59,20,0,4
4,14,8,17,39,28,7,1,4
2,0,4,19,18,11,3,2,4
1,2,4,42,15,6,6,9,4
5,5,2,17,4,23,7,4,4
0,3,6,4,11,1,1,1,4
2,6,1,3,25,31,16,20,4
2,13,9,33,18,4,2,1,4
5,1,14,20,27,35,5,9,4
3,3,2,25,12,34,2,3,4
5,16,13,20,85,39,16,9,4
6,12,6,27,16,7,26,17,4
1,3,22,9,1,0,9,5,4
3,7,1,15,105,76,3,7,4
3,6,5,21,27,26,3,5,4
5,9,9,11,11,11,6,0,4
5,3,16,7,6,41,8,8,4
3,9,4,22,9,4,0,4,4
2,0,7,13,29,15,1,8,4
3,6,3,15,2,11,5,1,4
5,0,4,11,40,23,1,3,4
1,3,8,12,30,25,1,4,4
5,1,8,6,36,39,16,15,4
1,8,5,9,40,3,1,1,4
1,1,5,16,35,13,0,1,4
0,3,14,20,39,11,0,4,4
2,4,13,4,23,14,11,22,4
4,0,2,18,16,43,15,0,4
0,7,11,19,64,24,2,2,4
3,3,6,31,30,26,11,5,4
1,6,7,2,8,5,7,4,4
3,9,17,4,1,24,6,1,4
0,3,10,5,92,109,10,4,4
3,3,1,4,32,9,13,13,4
0,5,15,18,46,24,9,11,4
4,8,12,9,2,0,0,5,4
0,0,1,7,12,4,2,2,4
1,1,5,13,38,8,1,4,4
3,3,3,7,10,4,2,1,4
2,13,4,8,19,20,7,2,4
0,6,10,23,1,18,2,15,4
1,2,4,8,14,8,0,8,4
0,1,9,2,38,18,4,1,4
4,5,15,18,4,8,19,5,4
2,9,3,7,22,26,15,6,4
2,8,10,7,19,2,2,1,4
0,2,18,2,13,1,4,1,4
1,1,4,5,0,0,8,0,4
1,8,11,23,9,38,16,4,4
3,27,10,77,38,44,6,1,4
1,3,0,36,30,18,9,2,4
3,4,5,9,8,10,5,12,4
0,7,0,14,7,9,2,3,4
4,3,9,12,29,2,6,8,4
1,3,1,16,14,9,0,8,4
1,7,14,20,9,33,4,16,4
1,8,2,0,48,46,12,28,4
1,5,5,2,7,28,11,0,4
2,3,3,1,12,0,22,4,4
2,6,3,7,17,1,1,2,4
8,2,0,5,11,10,11,18,4
2,2,0,16,1,1,8,8,4
5,3,5,35,57,2,13,0,4
7,5,1,12,29,13,13,6,4
1,11,8,4,28,9,0,4,4
1,1,0,10,3,17,6,2,4
2,1,4,3,8,11,4,3,4
1,4,0,5,12,1,2,5,4
2,8,18,9,18,6,5,8,4
9,24,32,16,40,41,3,11,4
10,4,3,28,12,55,13,14,4
1,6,1,9,0,12,2,5,4
0,4,9,9,28,15,0,1,4
2,6,28,6,10,6,6,0,4
4,5,2,3,18,14,5,1,4
2,5,14,23,13,21,7,7,4
1,1,14,11,41,25,10,6,4
4,8,17,6,20,8,6,5,4
3,7,24,21,11,5,8,2,4
3,0,4,6,3,5,2,5,4
2,4,5,19,4,18,12,1,4
1,2,6,16,8,6,9,4,4
1,6,15,22,0,22,3,1,4
2,10,0,11,9,7,0,3,4
2,1,10,1,7,13,0,4,4
1,3,1,33,6,13,2,2,4
0,0,6,22,0,4,1,1,4
4,2,16,0,4,3,3,5,4
2,12,39,24,18,29,7,1,4
0,10,20,6,4,10,7,4,4
3,1,3,4,2,8,4,6,4
3,3,2,14,77,75,5,6,4
4,3,5,6,1,3,0,8,4
1,16,9,3,6,15,7,7,4
5,5,6,3,13,7,8,7,4
1,3,3,4,13,15,4,2,4
2,2,10,28,27,38,17,7,4
6,8,0,2,14,5,2,4,4
3,2,12,4,3,2,3,5,4
4,14,16,1,6,17,2,3,4
1,10,10,6,12,7,7,7,4
2,1,5,9,37,23,5,6,4
2,2,2,0,1,11,1,3,4
7,0,8,2,7,20,4,1,4
1,8,4,3,11,15,5,2,4
1,4,1,34,29,15,12,5,4
1,6,18,20,50,18,22,5,4
0,4,11,20,2,12,20,6,4
1,14,6,27,3,3,5,3,4
0,6,4,5,8,9,2,3,4
3,4,4,13,12,17,2,3,4
5,2,13,32,46,8,1,11,4
4,14,3,2,38,48,1,4,4
0,5,1,13,49,2,6,7,4
1,6,3,22,79,5,7,3,4
1,8,3,3,76,22,6,7,4
1,0,0,37,33,26,2,2,4
0,2,14,6,27,9,9,1,4
2,2,14,41,24,55,5,0,4
3,8,1,8,41,58,8,7,4
4,16,4,19,12,1,19,4,4
0,6,1,26,5,13,4,2,4
3,8,2,7,18,51,8,14,4
2,0,1,6,20,44,5,4,4
0,5,6,12,11,8,5,4,4
2,1,5,14,14,14,7,3,4
1,10,2,51,14,15,3,4,4
3,7,6,10,57,11,2,2,4
3,19,3,1,11,75,11,3,4
3,6,24,34,12,19,4,6,4
2,3,37,16,9,6,6,1,4
4,7,6,10,7,7,6,4,4
2,2,9,4,24,39,4,1,4
0,1,8,4,6,24,13,12,4
4,6,9,13,48,10,7,24,4
3,1,7,16,7,2,15,4,4
2,3,1,13,0,34,4,15,4
1,11,3,51,5,85,17,5,4
3,2,12,45,24,25,3,2,4
4,17,10,39,5,21,5,0,4
3,5,7,7,53,6,10,19,4
2,5,52,12,20,24,2,7,4
1,12,35,52,18,9,11,2,4
10,9,47,48,34,12,16,10,4
5,5,10,8,9,25,0,6,4
2,9,8,16,45,45,1,5,4
6,6,25,5,26,7,3,11,4
6,1,15,1,42,24,21,14,4
1,4,8,23,1,18,8,8,4
3,14,5,26,16,26,12,2,4
1,0,21,28,13,4,5,12,4
3,6,13,4,12,11,3,4,4
0,5,25,22,14,15,3,7,4
3,0,17,8,20,14,2,2,4
2,4,25,0,18,16,1,8,4
7,1,12,2,14,24,6,18,4
10,15,8,15,43,56,4,15,4
4,0,4,5,22,10,22,2,4
1,0,18,13,14,18,5,1,4
7,13,19,10,17,56,11,7,4
3,3,2,12,89,5,11,0,4
2,7,15,11,18,20,6,8,4
0,1,10,26,68,1,9,1,4
2,4,6,19,4,44,0,14,4
4,9,12,6,9,25,2,7,4
0,6,8,6,5,14,2,1,4
2,3,22,44,40,1,2,3,4
1,2,11,1,7,6,1,1,4
3,6,5,6,5,38,2,5,4
0,1,5,16,45,29,2,3,4
10,5,3,5,7,44,2,25,4
3,3,2,25,0,29,17,10,4
3,7,9,25,15,11,4,3,4
6,9,3,5,15,7,25,12,4
0,2,23,8,13,13,20,0,4
3,2,22,33,16,1,2,1,4
6,7,1,11,12,5,10,11,4
3,16,11,10,15,2,5,6,4
3,10,11,13,14,20,5,2,4
2,14,18,59,12,15,3,3,4
6,11,3,9,30,6,8,4,4
3,3,8,26,38,9,2,7,4
5,4,7,7,62,55,6,12,4
4,13,25,19,48,25,11,18,4
1,7,3,17,3,7,9,5,4
2,12,10,24,5,1,3,1,4
2,10,1,10,12,26,10,5,4
1,3,3,23,25,39,9,8,4
4,19,17,24,24,36,5,11,4
